Wall time,Step,Value
1764764019.608887,2560,2.460728883743286
1764764044.917349,2560,2.4729857444763184
1764764559.7114382,2560,2.46621036529541
1764764582.064538,2560,2.4911530017852783
1764764604.768956,2560,2.4618570804595947
1764764627.955845,2560,2.4606785774230957
1764764667.097455,5120,2.453989028930664
1764764689.2998888,5120,2.454542636871338
1764764711.2760599,5120,2.4606916904449463
1764764733.354625,5120,2.443131685256958
1764764771.736035,7680,2.469417095184326
1764764794.7365708,7680,2.4465155601501465
1764764818.6734369,7680,2.4413411617279053
1764764841.835149,7680,2.4388480186462402
1764764879.661153,10240,2.439460039138794
1764764902.0676491,10240,2.437434434890747
1764764925.1822588,10240,2.423872470855713
1764764947.5646799,10240,2.4237985610961914
1764764985.888742,12800,2.4329071044921875
1764765008.4774039,12800,2.4298152923583984
1764765031.050805,12800,2.412241220474243
1764765054.4256918,12800,2.4353184700012207
1764765092.865182,15360,2.4206631183624268
1764765117.32844,15360,2.4257330894470215
1764765140.484273,15360,2.4296786785125732
1764765164.057815,15360,2.4072060585021973
1764765203.214175,17920,2.438032627105713
1764765225.813826,17920,2.393460750579834
1764765248.274496,17920,2.3901162147521973
1764765270.499369,17920,2.3835811614990234
1764765308.971238,20480,2.4134104251861572
1764765331.3702831,20480,2.4158430099487305
1764765353.392102,20480,2.3966991901397705
1764765375.736683,20480,2.3727304935455322
1764765415.961546,23040,2.3660731315612793
1764765437.762154,23040,2.3551197052001953
1764765459.388174,23040,2.388550281524658
1764765481.3424268,23040,2.364367961883545
1764765519.1354702,25600,2.368415117263794
1764765541.1426728,25600,2.388876438140869
1764765562.804818,25600,2.3643062114715576
1764765585.2917812,25600,2.3888001441955566
1764765623.830553,28160,2.3709349632263184
1764765646.932102,28160,2.3950960636138916
1764765670.4961238,28160,2.401142120361328
1764765693.398278,28160,2.3767926692962646
1764765730.306172,30720,2.3964972496032715
1764765751.911644,30720,2.398221492767334
1764765774.468247,30720,2.397416830062866
1764765796.129621,30720,2.391631603240967
1764765832.913712,33280,2.397904872894287
1764765854.478836,33280,2.399132490158081
1764765877.125854,33280,2.3841540813446045
1764765899.069887,33280,2.3967056274414062
1764765936.120049,35840,2.4024360179901123
1764765959.2398279,35840,2.389296054840088
1764765981.211458,35840,2.3991055488586426
1764766004.162595,35840,2.356476306915283
1764766040.907179,38400,2.3843836784362793
1764766063.009929,38400,2.386782169342041
1764766084.4354,38400,2.3859448432922363
1764766106.327842,38400,2.3941988945007324
1764766143.926115,40960,2.4058656692504883
1764766165.4918249,40960,2.4018938541412354
1764766187.34868,40960,2.4027018547058105
1764766209.87831,40960,2.404163360595703
1764766248.8428779,43520,2.39729642868042
1764766270.413583,43520,2.4121854305267334
1764766292.3246,43520,2.396841526031494
1764766313.99699,43520,2.4169869422912598
