Wall time,Step,Value
1764675407.133638,25600,1.474168387883583
1764675430.0857952,25600,1.170070790429005
1764675452.5951092,25600,3.5483002705614872
1764675475.463565,25600,2.642538776478424
1764676483.913973,51200,3.666347930549317
1764676506.319915,51200,9.71715096216683
1764676528.8634272,51200,3.632435916517628
1764676551.860375,51200,5.737635466935255
1764677559.764334,76800,24.15587762388151
1764677582.397707,76800,13.309132936864517
1764677605.563044,76800,20.556238721408082
1764677628.341632,76800,8.608993245240752
1764678653.867007,102400,21.561727796414562
1764678675.785043,102400,18.526179366253658
1764678697.545036,102400,17.000743748959614
1764678719.375016,102400,10.340990916287783
1764679767.585104,128000,39.66716311807807
1764679790.918483,128000,16.361694717186253
1764679813.136277,128000,13.900125535350504
1764679836.0915751,128000,11.059560258303115
1764680912.081753,153600,39.16393152284358
1764680938.369328,153600,18.884513277181927
1764680964.209439,153600,6.999441746110756
1764680987.5946739,153600,24.663837018470787
1764682057.806884,179200,21.843560015664547
1764682083.749089,179200,5.658596707965015
1764682108.918807,179200,11.676907196793676
1764682133.2471092,179200,14.485513197572127
1764683292.6382,204800,27.698021798682298
1764683323.3183281,204800,29.076432044750568
1764686233.227184,204800,47.37205979297304
1764686263.20579,204800,16.437101365886026
1764687273.958608,230400,48.28838833161974
1764687297.421024,230400,33.5911206311636
1764687319.4982731,230400,29.993920929280435
1764687341.6417549,230400,28.890600554765275
1764688514.2974432,256000,20.81396983675571
1764688542.044322,256000,33.56579049139111
1764688569.9559731,256000,29.31773554840254
1764688597.7398112,256000,26.29451057830959
1764689766.675311,281600,20.134161289497122
1764689793.992534,281600,6.512332565331533
1764689820.279794,281600,19.76904101899387
1764689846.8703969,281600,10.926965657782896
1764690958.9486341,307200,5.627845060713758
1764690982.412742,307200,29.602967196033152
1764691005.6140149,307200,22.260713925559074
1764691029.0866401,307200,32.75955026989475
1764693770.908906,25600,3.113406458580183
1764693789.549133,25600,11.094493750669251
1764693808.995608,25600,15.235142939533578
1764693828.391764,25600,22.719275173719428
1764694632.140429,51200,9.699887484283755
1764694649.8156748,51200,15.1492151799705
1764694668.27444,51200,9.223813625403277
1764694686.682441,51200,11.589985481811526
1764695469.647073,76800,9.182190249096347
1764695487.102006,76800,80.15168891919332
1764695505.071712,76800,74.58837697562136
1764695522.2851021,76800,68.94000937236441
1764696336.99963,102400,33.2934304926788
1764696355.928214,102400,49.76780042353616
1764696373.45169,102400,65.04644653842509
1764696392.421085,102400,37.74226506745361
1764697196.49256,128000,17.072537495813457
1764697213.206878,128000,23.39275729667757
1764697231.8852181,128000,41.635086403819145
1764697249.374818,128000,33.88751522178086
1764698093.603364,153600,16.492842709422867
1764698110.24932,153600,100.65368304102302
1764698127.961621,153600,93.52029139810344
1764698145.7877219,153600,51.02694204180413
1764698962.932163,179200,45.562164940812366
1764698988.372648,179200,64.69973100948131
1764699014.683009,179200,99.70685827496004
1764699042.0542772,179200,30.447583971403613
1764700169.2819772,204800,20.711217888182638
1764700197.346247,204800,73.24581473780948
1764700223.5396092,204800,60.46721757368142
1764700250.55054,204800,71.49617977654793
1764701407.224589,230400,7.615247914122271
1764701432.159683,230400,106.5627816744418
1764701456.580318,230400,51.125940602691614
1764701480.9545448,230400,59.611658734310865
1764702619.266251,256000,34.30240907871507
1764702646.654198,256000,78.93948185175744
1764702672.476811,256000,83.30173446657972
1764702699.004002,256000,9.652432404623823
1764703859.311733,281600,24.122271441736142
1764703889.145928,281600,63.13864436117225
1764703915.3857338,281600,73.60095200613593
1764703941.128054,281600,73.40238962142354
1764705051.537338,307200,40.45751087213785
1764705076.4936872,307200,86.62884730812974
1764705105.751153,307200,85.20933375635255
1764705132.024023,307200,68.1828072260096
1764706277.127363,332800,33.63256850604601
1764706301.968069,332800,48.32419112098446
1764706330.005474,332800,89.81993557905302
1764706358.157373,332800,107.70154783526368
1764707483.1176991,358400,33.17134380392045
1764707508.038479,358400,82.73183376440207
1764707532.646014,358400,60.8436914938064
1764707558.4181728,358400,22.647105889276823
1764708675.3384728,384000,20.778067647894954
1764708702.3757162,384000,54.317876779746854
1764708728.784746,384000,34.91167163351088
1764708753.431256,384000,51.6219907902728
1764709976.146128,409600,21.794287712849187
1764710002.8684318,409600,61.19845284094344
1764710029.458008,409600,118.71860777314944
1764710056.7875998,409600,82.98506117831286
1764711207.222476,435200,14.461910504546415
1764711234.0395179,435200,49.62583009377498
1764711260.6329758,435200,82.06414552569191
1764711287.365408,435200,61.147546367471875
1764712438.007353,460800,20.17613658013821
1764712463.7436469,460800,25.326734064361556
1764712490.73347,460800,69.70894110804441
1764712517.70754,460800,71.3186873726218
1764713625.7276301,486400,86.42737629461914
1764713650.594479,486400,82.01376438547825
1764713675.7936609,486400,136.05473866154452
1764713701.2610712,486400,88.22309460789477
1764714802.8818429,512000,17.086164077877974
1764714828.206378,512000,90.37942236577238
1764714853.119541,512000,124.48493538498178
1764714878.137588,512000,89.37435688484571
1764715981.874356,537600,24.265605162480288
1764716006.927788,537600,65.16680871060565
1764716031.537214,537600,52.602255397856275
1764716056.116242,537600,60.63527594689558
1764717152.9030058,563200,54.739242388074274
1764717176.88215,563200,34.925154433487286
1764717200.265752,563200,50.349219557987844
1764717223.797905,563200,15.22647743722487
1764718275.5446699,588800,19.83051138766561
1764718299.470783,588800,36.12485468456746
1764718322.912203,588800,37.54201940552138
1764718346.549852,588800,35.14631369400861
1764719401.370156,614400,20.654837589330715
1764719426.371731,614400,57.24515823013936
1764719452.3680818,614400,53.2363436117103
1764719477.650944,614400,24.25856556749417
1764720624.78812,640000,51.435673722855256
1764720652.723507,640000,66.9056724095108
1764720679.1659641,640000,70.43107489911652
1764720707.759889,640000,78.96537836683163
1764721790.643661,665600,8.84631163218394
1764721815.262217,665600,13.257585415622575
1764721839.538469,665600,40.41666599915034
1764721863.8622699,665600,47.38262854242783
1764722949.4539368,691200,42.702782443112746
1764722974.181555,691200,111.74119730981819
1764722998.6542652,691200,49.33374281171346
1764723023.235744,691200,14.031383593053059
1764724111.448409,716800,38.28028845567241
1764724136.506876,716800,84.82090250321201
1764724161.11906,716800,31.595065338126524
1764724186.213771,716800,27.090422754170078
1764725268.1076128,742400,25.058728616845716
1764725292.928298,742400,39.08894266346159
1764725319.288,742400,52.93944236842362
1764725344.331111,742400,45.10708188000681
1764726425.925559,768000,29.722451749102312
1764726451.2617621,768000,45.14238292474236
1764726476.6876018,768000,23.905540137450053
1764726501.0512588,768000,51.05559706360088
1764727585.1937122,793600,23.72544778120497
1764727610.599489,793600,54.95037903862336
1764727635.642433,793600,74.50499364513706
1764727660.686562,793600,86.248824946888
1764728740.008493,819200,23.252769299360352
1764728764.547842,819200,58.96106049525332
1764728789.5674791,819200,26.662855399603398
1764728814.372778,819200,11.740567012624572
1764729899.5638661,844800,36.742808384531514
1764729924.0118778,844800,43.49431481559629
