makespan,energy,iteration,global_step,checkpoint
1.4035561868686872,12.173758910268655,70,179200,hetero_worst_pf_it00070_st000179200.pt
1.385873484848485,12.237772922953274,75,192000,hetero_worst_pf_it00075_st000192000.pt
1.2442114898989898,12.362577128188398,250,640000,hetero_worst_pf_it00250_st000640000.pt
1.173044090909091,12.654727548597238,260,665600,hetero_worst_pf_it00260_st000665600.pt
1.2900291666666668,12.32440980931747,355,908800,hetero_worst_pf_it00355_st000908800.pt
1.3319969696969698,12.323314877683593,455,1164800,hetero_worst_pf_it00455_st001164800.pt
1.371954393939394,12.256632057966543,485,1241600,hetero_worst_pf_it00485_st001241600.pt
