PC1,PC2,Makespan,Active_Energy
-0.8809998631477356,-0.2536020800471306,nan,nan
-0.7635332147280375,-0.2536020800471306,nan,nan
-0.6460665663083395,-0.2536020800471306,nan,nan
-0.5285999178886414,-0.2536020800471306,nan,nan
-0.4111332694689433,-0.2536020800471306,nan,nan
-0.29366662104924524,-0.2536020800471306,nan,nan
-0.17619997262954712,-0.2536020800471306,nan,nan
-0.058733324209849114,-0.2536020800471306,nan,nan
0.058733324209849,-0.2536020800471306,nan,nan
0.17619997262954712,-0.2536020800471306,nan,nan
-0.8809998631477356,-0.18979592869679135,nan,nan
-0.7635332147280375,-0.18979592869679135,nan,nan
-0.6460665663083395,-0.18979592869679135,nan,nan
-0.5285999178886414,-0.18979592869679135,nan,nan
-0.4111332694689433,-0.18979592869679135,nan,nan
-0.29366662104924524,-0.18979592869679135,nan,nan
-0.17619997262954712,-0.18979592869679135,nan,nan
-0.058733324209849114,-0.18979592869679135,nan,nan
0.058733324209849,-0.18979592869679135,nan,nan
0.17619997262954712,-0.18979592869679135,nan,nan
-0.8809998631477356,-0.1259897773464521,nan,nan
-0.7635332147280375,-0.1259897773464521,nan,nan
-0.6460665663083395,-0.1259897773464521,nan,nan
-0.5285999178886414,-0.1259897773464521,nan,nan
-0.4111332694689433,-0.1259897773464521,nan,nan
-0.29366662104924524,-0.1259897773464521,nan,nan
-0.17619997262954712,-0.1259897773464521,nan,nan
-0.058733324209849114,-0.1259897773464521,nan,nan
0.058733324209849,-0.1259897773464521,nan,nan
0.17619997262954712,-0.1259897773464521,nan,nan
-0.8809998631477356,-0.062183625996112823,nan,nan
-0.7635332147280375,-0.062183625996112823,nan,nan
-0.6460665663083395,-0.062183625996112823,nan,nan
-0.5285999178886414,-0.062183625996112823,nan,nan
-0.4111332694689433,-0.062183625996112823,nan,nan
-0.29366662104924524,-0.062183625996112823,nan,nan
-0.17619997262954712,-0.062183625996112823,nan,nan
-0.058733324209849114,-0.062183625996112823,nan,nan
0.058733324209849,-0.062183625996112823,nan,nan
0.17619997262954712,-0.062183625996112823,nan,nan
-0.8809998631477356,0.0016225253542264118,nan,nan
-0.7635332147280375,0.0016225253542264118,nan,nan
-0.6460665663083395,0.0016225253542264118,nan,nan
-0.5285999178886414,0.0016225253542264118,nan,nan
-0.4111332694689433,0.0016225253542264118,nan,nan
-0.29366662104924524,0.0016225253542264118,nan,nan
-0.17619997262954712,0.0016225253542264118,nan,nan
-0.058733324209849114,0.0016225253542264118,nan,nan
0.058733324209849,0.0016225253542264118,nan,nan
0.17619997262954712,0.0016225253542264118,nan,nan
-0.8809998631477356,0.06542867670456565,nan,nan
-0.7635332147280375,0.06542867670456565,nan,nan
-0.6460665663083395,0.06542867670456565,nan,nan
-0.5285999178886414,0.06542867670456565,nan,nan
-0.4111332694689433,0.06542867670456565,nan,nan
-0.29366662104924524,0.06542867670456565,nan,nan
-0.17619997262954712,0.06542867670456565,nan,nan
-0.058733324209849114,0.06542867670456565,nan,nan
0.058733324209849,0.06542867670456565,nan,nan
0.17619997262954712,0.06542867670456565,nan,nan
-0.8809998631477356,0.12923482805490494,nan,nan
-0.7635332147280375,0.12923482805490494,nan,nan
-0.6460665663083395,0.12923482805490494,nan,nan
-0.5285999178886414,0.12923482805490494,nan,nan
-0.4111332694689433,0.12923482805490494,nan,nan
-0.29366662104924524,0.12923482805490494,nan,nan
-0.17619997262954712,0.12923482805490494,nan,nan
-0.058733324209849114,0.12923482805490494,nan,nan
0.058733324209849,0.12923482805490494,nan,nan
0.17619997262954712,0.12923482805490494,nan,nan
-0.8809998631477356,0.19304097940524417,nan,nan
-0.7635332147280375,0.19304097940524417,nan,nan
-0.6460665663083395,0.19304097940524417,nan,nan
-0.5285999178886414,0.19304097940524417,nan,nan
-0.4111332694689433,0.19304097940524417,nan,nan
-0.29366662104924524,0.19304097940524417,nan,nan
-0.17619997262954712,0.19304097940524417,nan,nan
-0.058733324209849114,0.19304097940524417,nan,nan
0.058733324209849,0.19304097940524417,nan,nan
0.17619997262954712,0.19304097940524417,nan,nan
-0.8809998631477356,0.2568471307555834,nan,nan
-0.7635332147280375,0.2568471307555834,nan,nan
-0.6460665663083395,0.2568471307555834,nan,nan
-0.5285999178886414,0.2568471307555834,nan,nan
-0.4111332694689433,0.2568471307555834,nan,nan
-0.29366662104924524,0.2568471307555834,nan,nan
-0.17619997262954712,0.2568471307555834,nan,nan
-0.058733324209849114,0.2568471307555834,nan,nan
0.058733324209849,0.2568471307555834,nan,nan
0.17619997262954712,0.2568471307555834,nan,nan
-0.8809998631477356,0.3206532821059227,nan,nan
-0.7635332147280375,0.3206532821059227,nan,nan
-0.6460665663083395,0.3206532821059227,nan,nan
-0.5285999178886414,0.3206532821059227,nan,nan
-0.4111332694689433,0.3206532821059227,nan,nan
-0.29366662104924524,0.3206532821059227,nan,nan
-0.17619997262954712,0.3206532821059227,nan,nan
-0.058733324209849114,0.3206532821059227,nan,nan
0.058733324209849,0.3206532821059227,nan,nan
0.17619997262954712,0.3206532821059227,nan,nan
