makespan,energy,iteration,global_step,checkpoint
4.14759663064713,13.341973965140827,5,12800,hetero_worst_pf_it00005_st000012800.pt
4.791074665584415,11.98440293291647,10,25600,hetero_worst_pf_it00010_st000025600.pt
5.540331047979797,10.21324904506033,15,38400,hetero_worst_pf_it00015_st000038400.pt
5.283754570707071,10.231185520232081,20,51200,hetero_worst_pf_it00020_st000051200.pt
5.6199564267676765,10.085115337959575,23,58880,hetero_worst_pf_it00023_st000058880.pt
