iteration,global_step,checkpoint,makespan,energy,knee_distance
5,12800,hetero_mean_pf_it00005_st000012800.pt,3.0994840717504717,7.798096358104095,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,3.0994840717504717,7.798096358104095,0.0
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.326141312837163,7.168762472555036,0.024558470278169073
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.242342915567766,7.286464543184349,0.14049319196874405
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.242342915567766,7.286464543184349,0.14049319196874405
5,12800,hetero_mean_pf_it00005_st000012800.pt,3.0994840717504717,7.798096358104095,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,3.0994840717504717,7.798096358104095,0.0
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.326141312837163,7.168762472555036,0.024558470278169073
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.242342915567766,7.286464543184349,0.14049319196874405
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.242342915567766,7.286464543184349,0.14049319196874405
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.242342915567766,7.286464543184349,0.19705830249651474
35,89600,hetero_mean_pf_it00035_st000089600.pt,3.201668427453103,6.836301975414571,0.24486173189197752
5,12800,hetero_mean_pf_it00005_st000012800.pt,3.0994840717504717,7.798096358104095,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,3.0994840717504717,7.798096358104095,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,2.933697244222444,8.011509947094869,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,2.933697244222444,8.011509947094869,0.0
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.174014134287934,7.641211738308411,0.011698892093700432
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
20,51200,hetero_mean_pf_it00020_st000051200.pt,3.3423207914502164,7.4425842690389485,0.06843780388162138
