iteration,global_step,checkpoint,makespan,energy,knee_distance
5,12800,hetero_mean_pf_it00005_st000012800.pt,1.0383280646020647,13.121968026902284,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,1.0383280646020647,13.121968026902284,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,1.0383280646020647,13.121968026902284,0.0
20,51200,hetero_mean_pf_it00020_st000051200.pt,1.0283488320707073,11.218051484123922,0.0
20,51200,hetero_mean_pf_it00020_st000051200.pt,1.0283488320707073,11.218051484123922,0.0
30,76800,hetero_mean_pf_it00030_st000076800.pt,1.1014795528499277,11.143923671831299,0.363961833546247
35,89600,hetero_mean_pf_it00035_st000089600.pt,1.0731203406565657,11.082317609528598,0.15476268568127746
35,89600,hetero_mean_pf_it00035_st000089600.pt,1.0731203406565657,11.082317609528598,0.12531730102768474
40,102400,hetero_mean_pf_it00040_st000102400.pt,0.9907080638888889,11.122118479016178,0.0
40,102400,hetero_mean_pf_it00040_st000102400.pt,0.9907080638888889,11.122118479016178,0.0
50,128000,hetero_mean_pf_it00050_st000128000.pt,1.026964073232323,10.722478999555523,0.0
50,128000,hetero_mean_pf_it00050_st000128000.pt,1.026964073232323,10.722478999555523,0.0
60,153600,hetero_mean_pf_it00060_st000153600.pt,0.9563349506327006,10.92377442359669,0.3102207087674892
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.0
15,38400,hetero_mean_pf_it00015_st000038400.pt,1.10033885479798,11.303394259587241,0.05863486757337626
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.0
30,76800,hetero_mean_pf_it00030_st000076800.pt,1.042011448135198,11.145281839675778,0.12804052628026302
30,76800,hetero_mean_pf_it00030_st000076800.pt,1.042011448135198,11.145281839675778,0.0022347553571035695
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.0
45,115200,hetero_mean_pf_it00045_st000115200.pt,1.0043836592463093,11.012893884347443,0.21695829429636496
45,115200,hetero_mean_pf_it00045_st000115200.pt,1.0043836592463093,11.012893884347443,0.011979571351793982
55,140800,hetero_mean_pf_it00055_st000140800.pt,1.0007520615773118,10.794620813064387,0.12465268029763935
60,153600,hetero_mean_pf_it00060_st000153600.pt,0.9786878863636362,10.795314416384311,0.3742203277207267
60,153600,hetero_mean_pf_it00060_st000153600.pt,0.9786878863636362,10.795314416384311,0.3742203277207267
60,153600,hetero_mean_pf_it00060_st000153600.pt,0.9786878863636362,10.795314416384311,0.3742203277207267
60,153600,hetero_mean_pf_it00060_st000153600.pt,0.9786878863636362,10.795314416384311,0.3742203277207267
5,12800,hetero_mean_pf_it00005_st000012800.pt,1.0916351354700855,12.82879014729908,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,1.0916351354700855,12.82879014729908,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9780286802503053,12.666465234062633,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9780286802503053,12.666465234062633,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9780286802503053,12.666465234062633,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9780286802503053,12.666465234062633,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9780286802503053,12.666465234062633,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9780286802503053,12.666465234062633,0.0
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5938812190153461
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5938812190153461
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5938812190153461
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5938812190153461
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5655140371218988
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5655140371218988
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5655140371218988
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5655140371218988
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5655140371218988
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5982185240732382
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.5982185240732382
85,217600,hetero_mean_pf_it00085_st000217600.pt,1.0025729431818182,11.027095899938027,0.27340164479807805
95,243200,hetero_mean_pf_it00095_st000243200.pt,0.9792798598484849,11.014604686078016,0.42488307009628595
