Wall time,Step,Value
1764833974.812486,12800,1.0383280646020647
1764834404.666602,25600,1.1235969321789323
1764843131.579061,38400,1.087517616269841
1764843552.068939,51200,1.0283488320707073
1764843960.855972,64000,1.1051007542568543
1764844387.6570182,76800,1.1014795528499277
1764844791.534357,89600,1.0731203406565657
1764845223.828846,102400,0.9907080638888889
1764845632.549696,115200,1.029715526948052
1764846059.751589,128000,1.026964073232323
1764846462.3936682,140800,0.9564787438811189
1764846887.187669,153600,0.9563349506327006
1764847294.969358,166400,0.9529284351592852
1764848330.382616,12800,0.9503796992424242
1764848766.823842,25600,1.116591798989899
1764849177.7333639,38400,1.10033885479798
1764849613.9522738,51200,1.1155937587412588
1764850022.218112,64000,1.0740508724747475
1764854020.755771,76800,1.042011448135198
1764854438.448422,89600,1.0516128034632035
1764855132.094327,102400,1.0342146605477855
1764855541.5212631,115200,1.0043836592463093
1764856099.342144,128000,1.0128378164058165
1764856533.439451,140800,1.0007520615773118
1764856995.869872,153600,0.9786878863636362
1764857405.30923,166400,0.9836330472999222
1764857848.2998662,179200,1.033336848873349
1764858266.9567301,192000,1.0110852341686092
1764863803.6315498,12800,1.0916351354700855
1764865058.3647182,12800,1.0916351354700855
1764867540.979522,12800,0.9780286802503053
1764868001.3475509,25600,1.0913074943001444
1764868417.09106,38400,1.0905957293262294
1764868845.018074,51200,1.0820136792929291
1764869275.4995708,64000,1.098445200135975
1764869737.764729,76800,0.9903920138888888
1764870187.601553,89600,1.0611280858585856
1764870631.3654149,102400,1.0788052936868686
1764871038.900657,115200,1.0143912081529582
1764871475.0534909,128000,1.084094749320124
1764871893.649431,140800,1.056784857128982
1764872326.818215,153600,1.04818701520979
1764872744.496675,166400,1.009577331196581
1764873183.24275,179200,0.9859126347125097
1764873583.40727,192000,0.9863969595543345
1764874045.587295,204800,1.0933801383477635
1764874457.420272,217600,1.0025729431818182
1764874896.4782279,230400,0.9458528876262626
1764875311.194536,243200,0.9792798598484849
