Iteration,Makespan,Active_Energy,Makespan_Return,Active_Energy_Return,Total_Return
0,0.9834933080808081,10.838144629249893,0.0,0.0,-3.1222573566367187
10,0.7642030303030303,9.372457621837334,0.0,0.0,-2.4872975879984365
20,0.7968492424242425,9.033550593407817,0.0,0.0,-2.3698331104604606
30,0.8122008333333333,8.85857670355992,0.0,0.0,-2.350781080057729
40,0.7730253787878788,8.512748353092984,0.0,0.0,-2.328161141737332
50,0.6569333333333333,8.910714646780914,0.0,0.0,-2.281438029616422
60,0.8122008333333333,8.77202758848994,0.0,0.0,-2.4099935840831046
0,0.9834933080808081,10.838144629249893,0.0,0.0,-3.1222573566367187
0,0.9834933080808081,10.838144629249893,0.0,0.0,-3.1222573566367187
10,1.0509645833333334,9.035543542413468,0.0,0.0,-2.5715603317325675
20,0.9124944444444445,9.34006782382242,0.0,0.0,-2.5248310894867503
30,0.8600819444444444,8.959456001480138,0.0,0.0,-2.438872479315659
40,0.9124944444444445,9.21512151061561,0.0,0.0,-2.4284795830913524
50,0.8122008333333333,8.990898254766067,0.0,0.0,-2.4068630341244157
60,0.8709190656565656,8.829607196412656,0.0,0.0,-2.4013727496861397
70,0.6895795454545455,8.8011561491817,0.0,0.0,-2.327430707001642
0,0.47273750000000003,12.602312500000004,0.0,0.0,-3.2174340514727775
1,0.8206107954545455,11.083389675116553,0.0,0.0,-2.349715597506785
0,0.47273750000000003,12.602312500000004,0.0,0.0,-3.2174340514727775
0,0.47273750000000003,12.602312500000004,0.0,0.0,-3.2174340514727775
1,0.8206107954545455,11.083389675116553,0.0,0.0,-2.349715597506785
0,0.47273750000000003,12.602312500000004,0.0,0.0,-3.2174340514727775
1,0.8206107954545455,11.083389675116553,0.0,0.0,-2.349715597506785
2,0.7769337121212121,10.136414859411422,0.0,0.0,-2.3191509226565383
0,0.47273750000000003,12.602312500000004,0.0,0.0,-3.2174340514727775
1,0.8206107954545455,11.083389675116553,0.0,0.0,-2.349715597506785
2,0.7769337121212121,10.136414859411422,0.0,0.0,-2.3191509226565383
3,0.7769337121212121,10.031943815186038,0.0,0.0,-2.320007499480726
4,0.8639902777777777,9.373987060335494,0.0,0.0,-2.252078017752126
5,0.8639902777777777,9.546607677218613,0.0,0.0,-2.2622798306961376
0,0.47273750000000003,12.602312500000004,0.0,0.0,-3.2174340514727775
1,0.8206107954545455,11.083389675116553,0.0,0.0,-2.349715597506785
2,0.7769337121212121,10.136414859411422,0.0,0.0,-2.3191509226565383
3,0.7769337121212121,10.031943815186038,0.0,0.0,-2.320007499480726
4,0.8639902777777777,9.373987060335494,0.0,0.0,-2.252078017752126
5,0.8639902777777777,9.546607677218613,0.0,0.0,-2.2622798306961376
6,0.7769337121212121,9.257344575614333,0.0,0.0,-2.249759085335393
7,0.7134034090909092,8.444858459861216,0.0,0.0,-2.337207455306076
0,0.47273750000000003,12.602312500000004,0.0,0.0,-3.2174340514727775
1,0.8206107954545455,11.083389675116553,0.0,0.0,-2.349715597506785
2,0.7769337121212121,10.136414859411422,0.0,0.0,-2.3191509226565383
3,0.7769337121212121,10.031943815186038,0.0,0.0,-2.320007499480726
4,0.8639902777777777,9.373987060335494,0.0,0.0,-2.252078017752126
0,0.47273750000000003,12.602312500000004,0.0,0.0,-3.2174340514727775
0,0.9834933080808081,10.838144629249893,0.0,0.0,-3.1222573566367187
0,0.9834933080808081,10.838144629249893,0.0,0.0,-3.1222573566367187
1,0.5104833333333334,12.113603988819097,0.0,0.0,-2.9477480178075637
0,0.9834933080808081,10.838144629249893,0.0,0.0,-3.1222573566367187
0,0.9834933080808081,10.838144629249893,0.0,0.0,-3.1222573566367187
0,0.9834933080808081,10.838144629249893,0.0,0.0,-3.1222573566367187
10,0.8685642482517483,9.632677770407017,0.0,0.0,-2.438609171729642
20,0.8873374999999999,9.78222115028694,0.0,0.0,-2.4765377441785734
30,0.8036287878787878,8.841414134278711,0.0,0.0,-2.3130259227767533
40,0.8614051587301588,9.176730659216872,0.0,0.0,-2.2566065464617857
50,0.9233966666666666,9.244779671682483,0.0,0.0,-2.342421369633702
60,0.9212565476190477,9.133752785509698,0.0,0.0,-2.485628728432671
70,0.7565524747474748,9.101000725779532,0.0,0.0,-2.2891960242180245
80,0.7730253787878788,8.87038771167558,0.0,0.0,-2.2475830966559407
90,0.8639902777777777,9.232079948893018,0.0,0.0,-2.4181922215195537
