iteration,global_step,checkpoint,makespan,energy,hv_total,hv_contrib
5,12800,hetero_mean_pf_it00005_st000012800.pt,1.0383280646020647,13.121968026902284,0.03406226916285922,0.03406226916285922
10,25600,hetero_mean_pf_it00010_st000025600.pt,1.1235969321789323,11.50315040072596,0.18374920117607996,0.09094492592644506
15,38400,hetero_mean_pf_it00015_st000038400.pt,1.087517616269841,11.308350023031284,0.16656619110526885,0.09861707641969311
20,51200,hetero_mean_pf_it00020_st000051200.pt,1.0283488320707073,11.218051484123922,0.02884017535451973,0.02884017535451973
20,51200,hetero_mean_pf_it00020_st000051200.pt,1.0283488320707073,11.218051484123922,0.08339236671034206,0.0430503507294835
20,51200,hetero_mean_pf_it00020_st000051200.pt,1.0283488320707073,11.218051484123922,0.08366079844850849,0.04101920953861928
20,51200,hetero_mean_pf_it00020_st000051200.pt,1.0283488320707073,11.218051484123922,0.08773319215947023,0.025112454416902796
25,64000,hetero_mean_pf_it00025_st000064000.pt,1.1051007542568543,11.04884839465265,0.09966349611312736,0.04582995531677877
40,102400,hetero_mean_pf_it00040_st000102400.pt,0.9907080638888889,11.122118479016178,0.057537567002476614,0.021692281285492998
50,128000,hetero_mean_pf_it00050_st000128000.pt,1.026964073232323,10.722478999555523,0.06923799119772507,0.020520769382567985
50,128000,hetero_mean_pf_it00050_st000128000.pt,1.026964073232323,10.722478999555523,0.0831501200896069,0.038882983815877084
50,128000,hetero_mean_pf_it00050_st000128000.pt,1.026964073232323,10.722478999555523,0.07695879827337868,0.0385768301507416
60,153600,hetero_mean_pf_it00060_st000153600.pt,0.9563349506327006,10.92377442359669,0.10310477420297096,0.013374669290749375
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.030683842349078547,0.030683842349078547
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.20345616028273675,0.10732606913271008
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.22098657327314644,0.09683125789693252
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.25798696983934166,0.09683125789693253
25,64000,hetero_mean_pf_it00025_st000064000.pt,1.0740508724747475,10.995635855461254,0.21757320038916156,0.10303987924983492
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.2742531552172935,0.05916822801323399
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.21871360549845972,0.05916822801323399
40,102400,hetero_mean_pf_it00040_st000102400.pt,1.0342146605477855,10.914911937924497,0.1909166882987172,0.10339245520918841
40,102400,hetero_mean_pf_it00040_st000102400.pt,1.0342146605477855,10.914911937924497,0.247639055490051,0.056722367191333806
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.19833350516425896,0.034871304517679336
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9503796992424242,12.914350916181197,0.2078768269139572,0.032526318183488334
50,128000,hetero_mean_pf_it00050_st000128000.pt,1.0128378164058165,10.757487749549334,0.25463161952964947,0.046754792615692264
50,128000,hetero_mean_pf_it00050_st000128000.pt,1.0128378164058165,10.757487749549334,0.25463161952964947,0.046754792615692264
50,128000,hetero_mean_pf_it00050_st000128000.pt,1.0128378164058165,10.757487749549334,0.25463161952964947,0.046754792615692264
50,128000,hetero_mean_pf_it00050_st000128000.pt,1.0128378164058165,10.757487749549334,0.25463161952964947,0.046754792615692264
5,12800,hetero_mean_pf_it00005_st000012800.pt,1.0916351354700855,12.82879014729908,0.03501089517591032,0.03501089517591032
5,12800,hetero_mean_pf_it00005_st000012800.pt,1.0916351354700855,12.82879014729908,0.03501089517591032,0.03501089517591032
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9780286802503053,12.666465234062633,0.030970415690766733,0.030970415690766733
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9780286802503053,12.666465234062633,0.16956478835902083,0.07174210799590675
5,12800,hetero_mean_pf_it00005_st000012800.pt,0.9780286802503053,12.666465234062633,0.1744279096557098,0.07129133068106086
20,51200,hetero_mean_pf_it00020_st000051200.pt,1.0820136792929291,11.096455131580782,0.18505796076640485,0.08493862037567289
20,51200,hetero_mean_pf_it00020_st000051200.pt,1.0820136792929291,11.096455131580782,0.18505796076640485,0.08493862037567289
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.11896799075666686,0.0797760889411129
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.28664139681428547,0.11395582940216634
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.28664139681428547,0.11395582940216634
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.28664139681428547,0.11395582940216634
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.28664139681428547,0.11395582940216634
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.2792743303786465,0.10695888684678473
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.2792743303786465,0.10695888684678473
30,76800,hetero_mean_pf_it00030_st000076800.pt,0.9903920138888888,11.055464987243942,0.2792743303786465,0.10695888684678473
55,140800,hetero_mean_pf_it00055_st000140800.pt,1.056784857128982,10.982621971551549,0.2859665830878644,0.007767086476503315
