makespan,energy,iteration,global_step,checkpoint
4.004702728928479,12.686552718995662,5,12800,hetero_cvar_pf_it00005_st000012800.pt
4.206043934861435,9.564498447128445,75,192000,hetero_cvar_pf_it00075_st000192000.pt
4.499929524410775,8.534706481763747,335,857600,hetero_cvar_pf_it00335_st000857600.pt
4.267717061225811,9.057565085403432,405,1036800,hetero_cvar_pf_it00405_st001036800.pt
4.386220888047139,8.682714126600526,620,1587200,hetero_cvar_pf_it00620_st001587200.pt
4.427543312289562,8.655727999429992,630,1612800,hetero_cvar_pf_it00630_st001612800.pt
