iteration,global_step,checkpoint,makespan,energy,knee_distance
5,12800,hetero_mean_pf_it00005_st000012800.pt,3.328170198007548,9.305324367133647,0.0
5,12800,hetero_mean_pf_it00005_st000012800.pt,3.328170198007548,9.305324367133647,0.0
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
10,25600,hetero_mean_pf_it00010_st000025600.pt,3.936987054822955,8.337158109474498,0.035958316457638605
