makespan,energy,iteration,global_step,checkpoint
1.3640531204906203,15.74683814425158,5,12800,hetero_worst_pf_it00005_st000012800.pt
1.3742618686868688,12.768956863665338,15,38400,hetero_worst_pf_it00015_st000038400.pt
